INST CODE,INSTITUTE NAME,PLACE,DIST,COED,TYPE,YEAR OF ESTB,BRANCH,BRANCH NAME,OC BOYS,OC GIRLS,BC_A BOYS,BC_A GIRLS,BC_B BOYS,BC_B GIRLS,BC_C BOYS,BC_C GIRLS,BC_D BOYS,BC_D GIRLS,BC_E BOYS,BC_E GIRLS,SC BOYS,SC GIRLS,ST BOYS,ST GIRLS,EWS GEN OU,EWS GIRLS OU,TUITION FEE,AFFILIATED
SNVM,S N VANITHA PHARMACY MAHA VIDYALAYA,TARNAKA,HYD,GIRLS,PVT,1998,PHM,B. PHARMACY (M.P.C. STREAM),NA,48525,NA,48525,NA,48525,NA,48525,NA,48525,NA,48525,NA,48525,NA,48525,NA,48525,95000,OU
SPEC,ST PETERS ENGINEERING COLLEGE (AUTONOMOUS),MEDCHAL,MDL,COED,PVT,2007,AID,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,64577,69335,113757,113757,112931,112931,90464,90464,97284,105111,64577,113336,120236,120236,66180,80816,64577,83677,75000,JNTUH
SPEC,ST PETERS ENGINEERING COLLEGE (AUTONOMOUS),MEDCHAL,MDL,COED,PVT,2007,CIV,CIVIL ENGINEERING,119183,119183,119183,119183,119183,119183,119183,119183,119183,119183,119183,119183,119183,119183,119183,119183,119183,119183,75000,JNTUH
SPEC,ST PETERS ENGINEERING COLLEGE (AUTONOMOUS),MEDCHAL,MDL,COED,PVT,2007,CSE,COMPUTER SCIENCE AND ENGINEERING,43955,43955,84525,103669,67617,92941,52275,52275,70863,99606,78490,109944,86906,99440,87037,112473,43955,46985,75000,JNTUH
SPEC,ST PETERS ENGINEERING COLLEGE (AUTONOMOUS),MEDCHAL,MDL,COED,PVT,2007,CSG,COMPUTER SCIENCE & DESIGN,103720,103720,103720,103720,103720,103720,103720,103720,103720,103720,103720,103720,103720,103720,103720,103720,103720,103720,75000,JNTUH
SPEC,ST PETERS ENGINEERING COLLEGE (AUTONOMOUS),MEDCHAL,MDL,COED,PVT,2007,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),47113,56917,101884,101884,97043,99942,73295,73295,69999,93839,101772,101772,120677,120677,120055,120055,57088,57088,75000,JNTUH
SPEC,ST PETERS ENGINEERING COLLEGE (AUTONOMOUS),MEDCHAL,MDL,COED,PVT,2007,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,68051,78563,107293,107293,110445,110445,68051,78563,107798,107798,89693,89693,118663,118663,120642,120642,88318,88318,75000,JNTUH
SPEC,ST PETERS ENGINEERING COLLEGE (AUTONOMOUS),MEDCHAL,MDL,COED,PVT,2007,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,115228,115228,115228,115228,115228,115228,115228,115228,115228,115228,115228,115228,115228,115228,115228,115228,115228,115228,75000,JNTUH
SPEC,ST PETERS ENGINEERING COLLEGE (AUTONOMOUS),MEDCHAL,MDL,COED,PVT,2007,INF,INFORMATION TECHNOLOGY,45617,45617,88651,90100,95115,102478,91954,91954,75214,101743,107215,109688,120812,120812,118645,118645,52071,58730,75000,JNTUH
SPHN,SPHOORTHY ENGINEERING COLLEGE,NADERGUL,RR,COED,PVT,2004,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),66017,109074,112207,112207,114032,114032,87550,109074,93099,112765,81370,109074,119892,121143,117577,118699,86578,109074,72000,JNTUH
SPHN,SPHOORTHY ENGINEERING COLLEGE,NADERGUL,RR,COED,PVT,2004,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),69647,69647,113728,114136,111227,111227,69647,69647,85723,96056,114417,114417,116485,120781,115593,115593,69647,69647,72000,JNTUH
SPHN,SPHOORTHY ENGINEERING COLLEGE,NADERGUL,RR,COED,PVT,2004,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),65114,66671,102577,115025,117128,117128,85065,85065,108157,108157,112013,112013,116802,118558,117948,117948,79602,79602,72000,JNTUH
SPHN,SPHOORTHY ENGINEERING COLLEGE,NADERGUL,RR,COED,PVT,2004,CSO,COMPUTER SCIENCE AND ENGINEERING (IOT),97976,97976,97976,97976,97976,112899,97976,97976,99188,99188,97976,97976,97976,115974,97976,97976,110873,110873,72000,JNTUH
SPLP,STPAULS COLLEGE OF PHARMACY,TURKAYAMJAL,RR,COED,PVT,2007,PHM,B. PHARMACY (M.P.C. STREAM),64486,64486,64486,64486,64486,64486,64486,64486,64486,64486,64486,64486,64486,64486,64486,64486,64486,64486,55000,OU
SRCP,S R R COLLEGE OF PHARMACEUTICAL SCIS,ELKATHURTY,HNK,COED,PVT,2002,PHD,PHARM - D (M.P.C. STREAM),71416,71416,71416,71416,71416,71416,71416,71416,71416,71416,71416,71416,71416,71416,71416,71416,71416,71416,68000,JNTUH
SRCP,S R R COLLEGE OF PHARMACEUTICAL SCIS,ELKATHURTY,HNK,COED,PVT,2002,PHM,B. PHARMACY (M.P.C. STREAM),42306,42306,42306,42306,42306,42306,42306,42306,42306,42306,42306,42306,42306,42306,42306,42306,42306,42306,45000,JNTUH
SREE,SREE COLLEGE OF PHARMACY,KOTHAGUDEM,KGM,COED,PVT,2009,PHM,B. PHARMACY (M.P.C. STREAM),115347,115347,115347,115347,115347,115347,115347,115347,115347,115347,115347,115347,115347,115347,115347,115347,115347,115347,60000,KU
SRHP,SR UNIVERSITY ( FORMERLY S R ENGINEERING COLLEGE),HASANPARTHY,HNK,COED,PVT,2002,CIV,CIVIL ENGINEERING,121107,121107,121107,121107,121107,121107,121107,121107,121107,121107,121107,121107,121107,121107,121107,121107,121107,121107,115000,SR UNIVERSITY
SRHP,SR UNIVERSITY ( FORMERLY S R ENGINEERING COLLEGE),HASANPARTHY,HNK,COED,PVT,2002,CSE,COMPUTER SCIENCE AND ENGINEERING,20063,20063,64994,64994,30115,34904,82675,82675,38710,38710,33627,38505,73296,88265,55074,60931,24327,30023,115000,SR UNIVERSITY
SRHP,SR UNIVERSITY ( FORMERLY S R ENGINEERING COLLEGE),HASANPARTHY,HNK,COED,PVT,2002,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,40753,40753,113555,113555,107758,107758,40753,46318,85249,99577,105009,106786,82431,117581,76079,116245,63575,66604,115000,SR UNIVERSITY
SRHP,SR UNIVERSITY ( FORMERLY S R ENGINEERING COLLEGE),HASANPARTHY,HNK,COED,PVT,2002,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,55680,55680,121100,121358,106119,116475,55680,55680,111476,111476,74110,74110,121016,121016,80929,93654,55680,55680,115000,SR UNIVERSITY
SRHP,SR UNIVERSITY ( FORMERLY S R ENGINEERING COLLEGE),HASANPARTHY,HNK,COED,PVT,2002,MEC,MECHANICAL ENGINEERING,116858,116858,116858,116858,116858,116858,116858,116858,116858,116858,116858,116858,116858,116858,116858,116858,116858,116858,115000,SR UNIVERSITY
SRIW,SUMATHI REDDY INST OF TECHNOLOGY FOR WOMEN,HASANPARTHY,HNK,GIRLS,PVT,2009,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),NA,82254,NA,86954,NA,114585,NA,87824,NA,82254,NA,98779,NA,120471,NA,95149,NA,94165,65000,JNTUH
SRIW,SUMATHI REDDY INST OF TECHNOLOGY FOR WOMEN,HASANPARTHY,HNK,GIRLS,PVT,2009,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),NA,34378,NA,78189,NA,94637,NA,34378,NA,92878,NA,82460,NA,119427,NA,75042,NA,112677,65000,JNTUH
SRIW,SUMATHI REDDY INST OF TECHNOLOGY FOR WOMEN,HASANPARTHY,HNK,GIRLS,PVT,2009,CSE,COMPUTER SCIENCE AND ENGINEERING,NA,35108,NA,63597,NA,57447,NA,74167,NA,52966,NA,77947,NA,121322,NA,118276,NA,72817,65000,JNTUH
SRIW,SUMATHI REDDY INST OF TECHNOLOGY FOR WOMEN,HASANPARTHY,HNK,GIRLS,PVT,2009,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),NA,91102,NA,111080,NA,107955,NA,91102,NA,91102,NA,98377,NA,116756,NA,102833,NA,91102,65000,JNTUH
SRIW,SUMATHI REDDY INST OF TECHNOLOGY FOR WOMEN,HASANPARTHY,HNK,GIRLS,PVT,2009,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,NA,86172,NA,108535,NA,107320,NA,87389,NA,114367,NA,113489,NA,120594,NA,109392,NA,92321,65000,JNTUH
SRYS,SREYAS INST OF ENGG AND TECHNOLOGY,NAGOLE,MDL,COED,PVT,2011,CIV,CIVIL ENGINEERING,105528,105528,105528,105528,105528,105528,105528,105528,105528,105528,105528,105528,105528,105528,105528,105528,105528,105528,81000,JNTUH
SRYS,SREYAS INST OF ENGG AND TECHNOLOGY,NAGOLE,MDL,COED,PVT,2011,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),29380,46631,94895,94895,68167,87741,29380,52478,80704,88481,88556,107203,121006,121334,118647,118750,53963,53963,81000,JNTUH
SRYS,SREYAS INST OF ENGG AND TECHNOLOGY,NAGOLE,MDL,COED,PVT,2011,CSE,COMPUTER SCIENCE AND ENGINEERING,31366,31366,68872,82474,60674,62197,70920,70920,76487,76487,63137,112352,94490,94490,84709,91612,33454,38277,81000,JNTUH
SRYS,SREYAS INST OF ENGG AND TECHNOLOGY,NAGOLE,MDL,COED,PVT,2011,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),42726,42726,73531,112072,81578,109149,42726,42726,65864,89239,80006,114193,117591,121213,118013,118013,48643,56354,81000,JNTUH
SRYS,SREYAS INST OF ENGG AND TECHNOLOGY,NAGOLE,MDL,COED,PVT,2011,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,56728,56728,114007,114007,108054,112926,56728,97837,92569,110333,81536,86648,118596,118596,120984,120984,66464,81275,81000,JNTUH
SRYS,SREYAS INST OF ENGG AND TECHNOLOGY,NAGOLE,MDL,COED,PVT,2011,MEC,MECHANICAL ENGINEERING,95179,95179,95179,95179,95179,95179,95179,95179,95179,95179,95179,95179,95179,95179,95179,95179,95179,95179,81000,JNTUH
SSJP,S S J COLLEGE OF PHARMACY,GANDIPET,RR,COED,PVT,2007,PHM,B. PHARMACY (M.P.C. STREAM),76285,76285,76285,76285,76285,76285,76285,76285,76285,76285,76285,76285,76285,76285,76285,76285,76285,76285,65000,JNTUH
STLW,STANLEY COLLEGE OF ENGG AND TECHNOLOGY FOR WOMEN (AUTONOMOUS),ABIDS,HYD,GIRLS,PVT,2008,AID,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,NA,33522,NA,62703,NA,42651,NA,98383,NA,46143,NA,46564,NA,115837,NA,106761,NA,46697,78000,OU
STLW,STANLEY COLLEGE OF ENGG AND TECHNOLOGY FOR WOMEN (AUTONOMOUS),ABIDS,HYD,GIRLS,PVT,2008,CME,COMPUTER ENGINEERING,NA,49425,NA,108784,NA,107002,NA,105599,NA,83446,NA,88716,NA,115773,NA,59491,NA,66697,78000,OU
STLW,STANLEY COLLEGE OF ENGG AND TECHNOLOGY FOR WOMEN (AUTONOMOUS),ABIDS,HYD,GIRLS,PVT,2008,CSE,COMPUTER SCIENCE AND ENGINEERING,NA,27868,NA,77171,NA,44226,NA,39745,NA,33528,NA,37362,NA,118869,NA,119881,NA,46338,78000,OU
STLW,STANLEY COLLEGE OF ENGG AND TECHNOLOGY FOR WOMEN (AUTONOMOUS),ABIDS,HYD,GIRLS,PVT,2008,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,NA,114212,NA,114212,NA,114212,NA,114212,NA,114212,NA,114212,NA,121194,NA,120155,NA,114212,78000,OU
STLW,STANLEY COLLEGE OF ENGG AND TECHNOLOGY FOR WOMEN (AUTONOMOUS),ABIDS,HYD,GIRLS,PVT,2008,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,NA,95079,NA,105227,NA,95079,NA,95079,NA,98520,NA,95079,NA,113602,NA,113602,NA,95079,78000,OU
STLW,STANLEY COLLEGE OF ENGG AND TECHNOLOGY FOR WOMEN (AUTONOMOUS),ABIDS,HYD,GIRLS,PVT,2008,INF,INFORMATION TECHNOLOGY,NA,35517,NA,104657,NA,67394,NA,43932,NA,101865,NA,46555,NA,120650,NA,118563,NA,45281,78000,OU
SVES,SRI VENKATESWARA ENGINEERING COLLEGE,SURYAPETA,SRP,COED,PVT,1998,CIV,CIVIL ENGINEERING,85591,86345,105132,105132,115237,115237,85591,86345,99920,99920,85591,86345,92266,119964,120667,120667,85591,86345,50000,JNTUH
SVES,SRI VENKATESWARA ENGINEERING COLLEGE,SURYAPETA,SRP,COED,PVT,1998,CSE,COMPUTER SCIENCE AND ENGINEERING,43959,44260,80714,80714,70085,70085,43959,44260,49675,49675,43959,94947,73364,78191,77958,77958,78754,78754,50000,JNTUH
SVES,SRI VENKATESWARA ENGINEERING COLLEGE,SURYAPETA,SRP,COED,PVT,1998,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,46902,57828,90179,90179,105595,105595,79349,79349,79170,88887,111732,111732,115071,115071,103473,103473,81744,89607,50000,JNTUH
SVES,SRI VENKATESWARA ENGINEERING COLLEGE,SURYAPETA,SRP,COED,PVT,1998,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,67740,67740,117414,117414,111402,111402,67740,67740,101803,101803,111827,111827,120483,120842,98826,98826,108048,108048,50000,JNTUH
SVES,SRI VENKATESWARA ENGINEERING COLLEGE,SURYAPETA,SRP,COED,PVT,1998,MEC,MECHANICAL ENGINEERING,73969,73969,73969,73969,73969,73969,73969,73969,73969,73969,73969,73969,73969,73969,73969,73969,73969,73969,50000,JNTUH
SVHU,SATAVAHANA UNIVERSITY,KARIMNAGAR,KRM,COED,UNIV,1980,PHM,B. PHARMACY (M.P.C. STREAM),70009,70009,70009,70009,70009,70009,70009,70009,70009,70009,70009,70009,112296,112296,70009,70009,70009,70009,10000,SVHU
SVIT,SWAMI VIVEKANANDA INST OF TECHNOLOGY,SECUNDERABAD,HYD,COED,PVT,2004,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),68436,76771,111715,112117,107266,112719,68436,119073,119193,119193,95846,95846,117785,117785,118559,118559,109414,109414,79350,JNTUH
SVIT,SWAMI VIVEKANANDA INST OF TECHNOLOGY,SECUNDERABAD,HYD,COED,PVT,2004,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),49542,69990,85294,106424,91756,102249,105916,105916,99033,99033,88143,95664,119206,119614,116916,117520,87508,89688,79350,JNTUH
SVIT,SWAMI VIVEKANANDA INST OF TECHNOLOGY,SECUNDERABAD,HYD,COED,PVT,2004,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),67279,67279,108594,108594,106901,106901,67279,67279,112739,112739,88088,102312,121467,121467,118694,118694,80271,80271,79350,JNTUH
SVIT,SWAMI VIVEKANANDA INST OF TECHNOLOGY,SECUNDERABAD,HYD,COED,PVT,2004,CSO,COMPUTER SCIENCE AND ENGINEERING (IOT),73780,73780,108101,108101,113043,113043,73780,73780,108707,108707,81891,81891,112999,112999,113830,113830,94418,94418,79350,JNTUH
SVSE,SVS GRP OF INSTNS - SVS INST OF TECH,HANAMKONDA,HNK,COED,PVT,2008,CIV,CIVIL ENGINEERING,120107,120107,120107,120107,120107,120107,120107,120107,120107,120107,120107,120107,120107,120107,120107,120107,120107,120107,60000,JNTUH
SVSE,SVS GRP OF INSTNS - SVS INST OF TECH,HANAMKONDA,HNK,COED,PVT,2008,CSE,COMPUTER SCIENCE AND ENGINEERING,62592,62592,113387,113387,108414,113283,62592,106945,112878,112878,71227,71227,117543,117543,116722,121246,113568,113568,60000,JNTUH
SVSE,SVS GRP OF INSTNS - SVS INST OF TECH,HANAMKONDA,HNK,COED,PVT,2008,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),85346,85346,110618,110618,111559,111559,85346,85346,104631,104631,85346,85346,120259,121095,109281,117367,85346,85346,60000,JNTUH
SVSE,SVS GRP OF INSTNS - SVS INST OF TECH,HANAMKONDA,HNK,COED,PVT,2008,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,52396,61841,84846,109354,99754,105625,52396,61841,121268,121268,52396,61841,121092,121092,118358,118358,52396,61841,60000,JNTUH
SVSE,SVS GRP OF INSTNS - SVS INST OF TECH,HANAMKONDA,HNK,COED,PVT,2008,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,120764,120764,120764,120764,120764,120764,120764,120764,120764,120764,120764,120764,120764,120764,120764,120764,120764,120764,60000,JNTUH
SVSE,SVS GRP OF INSTNS - SVS INST OF TECH,HANAMKONDA,HNK,COED,PVT,2008,MEC,MECHANICAL ENGINEERING,81191,81191,81191,81191,98784,98784,81191,81191,81191,81191,81191,81191,86678,86678,81191,81191,81191,81191,60000,JNTUH
SVSP,SVS GRP OF INSTNS - SVS INST OF PHARMACY,HANAMKONDA,HNK,COED,PVT,2008,PHM,B. PHARMACY (M.P.C. STREAM),74538,74538,74538,74538,74538,74538,74538,74538,74538,74538,74538,74538,74538,74538,74538,74538,74538,74538,45000,JNTUH
TCEK,TRINITY COLLEGE OF ENGINEERING AND TECHNOLOGY,PEDDAPALLY,PDL,COED,PVT,2008,AIM,ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,120247,120247,120247,120247,120247,120247,120247,120247,120247,120247,120247,120247,120247,120247,120247,120247,120247,120247,50000,JNTUH
TCEK,TRINITY COLLEGE OF ENGINEERING AND TECHNOLOGY,PEDDAPALLY,PDL,COED,PVT,2008,CSE,COMPUTER SCIENCE AND ENGINEERING,64471,64471,102242,102242,105957,109069,75207,75207,74973,74973,64471,110115,114893,116313,95184,95184,113758,113758,50000,JNTUH
TCEK,TRINITY COLLEGE OF ENGINEERING AND TECHNOLOGY,PEDDAPALLY,PDL,COED,PVT,2008,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,103898,103898,112843,112843,103898,104460,103898,103898,112663,112663,103898,103898,103898,103898,103898,103898,103898,103898,50000,JNTUH
TCEK,TRINITY COLLEGE OF ENGINEERING AND TECHNOLOGY,PEDDAPALLY,PDL,COED,PVT,2008,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,109851,109851,109851,109851,109851,109851,109851,109851,109851,109851,109851,109851,109851,109851,109851,109851,109851,109851,50000,JNTUH
TCTK,TRINITY COLLEGE OF ENGINEERING AND TECHNOLOGY,KARIMNAGAR,KRM,COED,PVT,2008,AIM,ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,120858,120858,120858,120858,120858,120858,120858,120858,120858,120858,120858,120858,120858,120858,120858,120858,120858,120858,52000,JNTUH
TCTK,TRINITY COLLEGE OF ENGINEERING AND TECHNOLOGY,KARIMNAGAR,KRM,COED,PVT,2008,CSE,COMPUTER SCIENCE AND ENGINEERING,55952,55952,91794,110868,86819,86819,55952,55952,101387,101387,55952,112096,107931,107931,116458,116458,55952,91986,52000,JNTUH
TCTK,TRINITY COLLEGE OF ENGINEERING AND TECHNOLOGY,KARIMNAGAR,KRM,COED,PVT,2008,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,116800,116800,116800,116800,116800,116800,116800,116800,116800,116800,116800,116800,116800,116800,116800,116800,116800,116800,52000,JNTUH
TCTK,TRINITY COLLEGE OF ENGINEERING AND TECHNOLOGY,KARIMNAGAR,KRM,COED,PVT,2008,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,93340,93340,93340,93340,93340,93340,93340,93340,93340,93340,93340,93340,93340,93340,93340,93340,93340,93340,52000,JNTUH
TKEM,TEEGALA KRISHNA REDDY ENGINEERING COLLEGE (AUTONOMOUS),MIRPET,RR,COED,PVT,2005,AIM,ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,51914,61735,104464,104464,106332,114862,51914,61735,71323,111005,101173,101173,120743,120743,116962,116962,67481,67481,65000,JNTUH
TKEM,TEEGALA KRISHNA REDDY ENGINEERING COLLEGE (AUTONOMOUS),MIRPET,RR,COED,PVT,2005,CIV,CIVIL ENGINEERING,80434,80434,80434,80434,80434,80434,80434,80434,80434,80434,80434,80434,80434,80434,80434,80434,80434,80434,65000,JNTUH
TKEM,TEEGALA KRISHNA REDDY ENGINEERING COLLEGE (AUTONOMOUS),MIRPET,RR,COED,PVT,2005,CSE,COMPUTER SCIENCE AND ENGINEERING,32280,37739,79146,79418,63848,63848,87762,87762,41093,42045,76656,77917,90469,115128,59823,94684,47340,47340,65000,JNTUH
TKEM,TEEGALA KRISHNA REDDY ENGINEERING COLLEGE (AUTONOMOUS),MIRPET,RR,COED,PVT,2005,CSG,COMPUTER SCIENCE & DESIGN,117645,117645,117645,117645,117645,117645,117645,117645,117645,117645,117645,117645,117645,117645,117645,117645,117645,117645,65000,JNTUH
TKEM,TEEGALA KRISHNA REDDY ENGINEERING COLLEGE (AUTONOMOUS),MIRPET,RR,COED,PVT,2005,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,65171,65171,108964,111959,112753,112753,101308,105631,106874,107875,110163,110163,120354,120354,118445,118445,86572,111843,65000,JNTUH
TKEM,TEEGALA KRISHNA REDDY ENGINEERING COLLEGE (AUTONOMOUS),MIRPET,RR,COED,PVT,2005,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,59503,101770,59503,101770,110237,110237,59503,101770,59503,101770,59503,101770,103783,103783,120964,120964,88491,101770,65000,JNTUH
TKEM,TEEGALA KRISHNA REDDY ENGINEERING COLLEGE (AUTONOMOUS),MIRPET,RR,COED,PVT,2005,INF,INFORMATION TECHNOLOGY,35957,43162,83906,83906,70276,74828,35957,43162,66590,71871,35957,43162,120748,120748,88593,96763,48233,55470,65000,JNTUH
TKRC,T K R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),MIRPET,RR,COED,PVT,2002,CIV,CIVIL ENGINEERING,61777,61777,61777,61777,100076,100076,61777,61777,61777,61777,91629,91629,120937,120937,117143,117143,78000,78000,70000,JNTUH
TKRC,T K R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),MIRPET,RR,COED,PVT,2002,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),40949,44561,107853,107853,62089,81142,40949,55200,50672,51603,55361,73322,119848,119848,86801,100542,47385,47433,70000,JNTUH
TKRC,T K R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),MIRPET,RR,COED,PVT,2002,CSE,COMPUTER SCIENCE AND ENGINEERING,26071,26071,47610,75359,38617,47287,58475,58475,38222,41949,49086,49086,69096,83813,59834,99653,27672,46081,70000,JNTUH
TKRC,T K R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),MIRPET,RR,COED,PVT,2002,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),37926,37926,86310,86310,49803,97127,83662,83662,63008,90721,60714,70757,98657,117366,72491,117901,46778,48957,70000,JNTUH
TKRC,T K R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),MIRPET,RR,COED,PVT,2002,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,47418,55335,114697,114697,78162,89670,47418,76272,66794,97438,107559,112755,120575,121049,96344,119067,68850,77562,70000,JNTUH
TKRC,T K R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),MIRPET,RR,COED,PVT,2002,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,120049,120049,120049,120049,120049,120049,120049,120049,120049,120049,120049,120049,120049,120049,120049,120049,120049,120049,70000,JNTUH
TKRC,T K R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),MIRPET,RR,COED,PVT,2002,INF,INFORMATION TECHNOLOGY,28733,30650,50237,62213,83141,83141,28733,30650,65613,65613,71403,76569,117509,117509,69079,69079,40377,40377,70000,JNTUH
TKRC,T K R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),MIRPET,RR,COED,PVT,2002,MEC,MECHANICAL ENGINEERING,41651,88319,41651,88319,88955,104078,41651,88319,57780,88319,41651,88319,121229,121229,119212,119212,41651,88319,70000,JNTUH
TKRP,TEEGALA KRISHNA REDDY COLLEGE OF PHARMACY,MIRPET,RR,COED,PVT,2007,PHM,B. PHARMACY (M.P.C. STREAM),119079,119079,119079,119079,119079,119079,119079,119079,119079,119079,119079,119079,119079,119079,119079,119079,119079,119079,53000,JNTUH
TMLP,TIRUMALA COLL OF PHARMACY,NIZAMABAD,NZB,COED,PVT,2008,PHM,B. PHARMACY (M.P.C. STREAM),113143,113143,113143,113143,113143,113143,113143,113143,113143,113143,113143,113143,113143,113143,113143,113143,113143,113143,50000,JNTUH
TPCE,TALLA PADMAVATHI COLL OF ENGINEERING,KAZIPET,HNK,COED,PVT,2008,CSE,COMPUTER SCIENCE AND ENGINEERING,64620,90356,119788,119788,119937,119937,65787,90356,103917,103917,110838,110838,119124,120735,107588,120228,67391,107818,61000,JNTUH
TPCE,TALLA PADMAVATHI COLL OF ENGINEERING,KAZIPET,HNK,COED,PVT,2008,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),61289,61289,61289,102908,87576,112597,61289,61289,91312,109234,61289,64010,109218,109218,117234,121029,61289,61289,61000,JNTUH
TPCE,TALLA PADMAVATHI COLL OF ENGINEERING,KAZIPET,HNK,COED,PVT,2008,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,119498,119498,119498,119498,119498,119498,119498,119498,119498,119498,119498,119498,119498,119810,119498,119498,119498,119498,61000,JNTUH
TRPM,TEEGALA RAMI REDDY COLL OF PHARMACY,MIRPET,RR,COED,PVT,2006,PHM,B. PHARMACY (M.P.C. STREAM),72883,72883,72883,72883,72883,72883,72883,72883,72883,72883,72883,72883,72883,72883,72883,72883,72883,72883,55000,JNTUH
UCPB,UNITY COLLEGE OF PHARMACY,BHONGIR,YBG,COED,PVT,2007,PHM,B. PHARMACY (M.P.C. STREAM),74878,74878,74878,74878,74878,74878,74878,74878,74878,74878,74878,74878,74878,74878,74878,74878,74878,74878,52000,JNTUH
VAGE,VAAGDEVI COLLEGE OF ENGINEERING,WARANGAL,WGL,COED,PVT,1998,CIV,CIVIL ENGINEERING,63024,63024,77581,77581,98951,100942,63024,63024,86937,86937,110021,110021,120894,120894,117634,117634,94820,94820,86000,JNTUH
VAGE,VAAGDEVI COLLEGE OF ENGINEERING,WARANGAL,WGL,COED,PVT,1998,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),56282,56282,97195,112731,77678,105808,68551,68551,84028,84028,76195,111225,118381,120742,94173,108447,79289,79289,86000,JNTUH
VAGE,VAAGDEVI COLLEGE OF ENGINEERING,WARANGAL,WGL,COED,PVT,1998,CSE,COMPUTER SCIENCE AND ENGINEERING,42869,42869,85850,109430,53418,61993,42869,82297,47800,68896,62119,62119,89969,115438,73227,73227,81628,86194,86000,JNTUH
VAGE,VAAGDEVI COLLEGE OF ENGINEERING,WARANGAL,WGL,COED,PVT,1998,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),45926,48368,79632,102650,62686,62686,72602,72602,83255,83255,50326,77547,102333,115992,92180,111186,79749,86279,86000,JNTUH
