INST CODE,INSTITUTE NAME,PLACE,DIST,COED,TYPE,YEAR OF ESTB,BRANCH,BRANCH NAME,OC BOYS,OC GIRLS,BC_A BOYS,BC_A GIRLS,BC_B BOYS,BC_B GIRLS,BC_C BOYS,BC_C GIRLS,BC_D BOYS,BC_D GIRLS,BC_E BOYS,BC_E GIRLS,SC BOYS,SC GIRLS,ST BOYS,ST GIRLS,EWS GEN OU,EWS GIRLS OU,TUITION FEE,AFFILIATED
AARM,AAR MAHAVEER ENGINEERING COLLEGE,BANDLAGUDA,HYD,COED,PVT,2010,CSE,COMPUTER SCIENCE AND ENGINEERING,26935,57873,80090,80090,105824,107312,26935,57873,79603,79603,43444,90877,120428,120428,112192,112192,110133,110133,48000,JNTUH
AARM,AAR MAHAVEER ENGINEERING COLLEGE,BANDLAGUDA,HYD,COED,PVT,2010,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),53902,53902,53902,102777,53902,75778,53902,53902,54270,56450,112289,112289,117883,117883,53902,120527,53902,84274,48000,JNTUH
AARM,AAR MAHAVEER ENGINEERING COLLEGE,BANDLAGUDA,HYD,COED,PVT,2010,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,58877,58877,58877,98178,114841,114841,58877,58877,102562,108975,58877,71572,121146,121146,58877,58877,58877,58877,48000,JNTUH
AARM,AAR MAHAVEER ENGINEERING COLLEGE,BANDLAGUDA,HYD,COED,PVT,2010,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,85833,85833,85833,85833,111279,111279,85833,85833,85833,85833,85833,85833,114298,114298,85833,85833,85833,85833,48000,JNTUH
AARM,AAR MAHAVEER ENGINEERING COLLEGE,BANDLAGUDA,HYD,COED,PVT,2010,MEC,MECHANICAL ENGINEERING,120983,120983,120983,120983,120983,120983,120983,120983,120983,120983,120983,120983,120983,120983,120983,120983,120983,120983,48000,JNTUH
ACEG,A C E ENGINEERING COLLEGE (AUTONOMOUS),GHATKESAR,MDL,COED,PVT,2007,CIV,CIVIL ENGINEERING,25471,27922,117847,117847,119228,119228,25471,27922,25471,109183,25471,114957,121412,121412,78789,120222,25471,27922,82000,JNTUH
ACEG,A C E ENGINEERING COLLEGE (AUTONOMOUS),GHATKESAR,MDL,COED,PVT,2007,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),31438,31438,79168,89371,51792,53546,40117,40117,45724,45724,76522,94193,97278,97278,63600,81184,50261,50261,82000,JNTUH
ACEG,A C E ENGINEERING COLLEGE (AUTONOMOUS),GHATKESAR,MDL,COED,PVT,2007,CSE,COMPUTER SCIENCE AND ENGINEERING,23604,31494,60546,64457,36733,43148,113369,113369,38578,38578,92829,92829,115708,119385,59104,77602,39954,45440,82000,JNTUH
ACEG,A C E ENGINEERING COLLEGE (AUTONOMOUS),GHATKESAR,MDL,COED,PVT,2007,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),43220,58073,109875,110447,68491,93560,103971,103971,58174,58174,61042,84200,120968,121182,105247,115294,55738,62921,82000,JNTUH
ACEG,A C E ENGINEERING COLLEGE (AUTONOMOUS),GHATKESAR,MDL,COED,PVT,2007,CSO,COMPUTER SCIENCE AND ENGINEERING (IOT),48413,48413,83497,83497,108411,108411,48413,48413,68221,68221,104715,104715,118379,118379,103686,103686,94437,94437,82000,JNTUH
ACEG,A C E ENGINEERING COLLEGE (AUTONOMOUS),GHATKESAR,MDL,COED,PVT,2007,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,39027,40651,112896,112896,110826,110826,39027,40651,82415,114490,110306,112295,121287,121287,114932,118382,86272,86272,82000,JNTUH
ACEG,A C E ENGINEERING COLLEGE (AUTONOMOUS),GHATKESAR,MDL,COED,PVT,2007,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,119946,119946,119946,119946,119946,119946,119946,119946,119946,119946,119946,119946,119946,119946,119946,119946,119946,119946,82000,JNTUH
ACEG,A C E ENGINEERING COLLEGE (AUTONOMOUS),GHATKESAR,MDL,COED,PVT,2007,INF,INFORMATION TECHNOLOGY,30255,30255,88906,88906,69012,111895,30255,30255,71331,71331,72245,72245,119269,119269,95531,119868,46464,46464,82000,JNTUH
ACEG,A C E ENGINEERING COLLEGE (AUTONOMOUS),GHATKESAR,MDL,COED,PVT,2007,MEC,MECHANICAL ENGINEERING,98974,98974,98974,98974,98974,98974,98974,98974,98974,98974,98974,98974,98974,98974,98974,98974,98974,98974,82000,JNTUH
AITH,ANNAMACHARYA INST OF TECHNOLOGY AND SCI,HAYATHNAGAR,RR,COED,PVT,2005,CIV,CIVIL ENGINEERING,116465,116465,116465,116465,116465,116465,116465,116465,116465,116465,116465,116465,116465,116465,116465,116465,116465,116465,66000,JNTUH
AITH,ANNAMACHARYA INST OF TECHNOLOGY AND SCI,HAYATHNAGAR,RR,COED,PVT,2005,CSE,COMPUTER SCIENCE AND ENGINEERING,59483,59483,115263,115263,97698,108258,59483,90151,86559,106392,59483,111780,121405,121405,117420,117420,107703,107703,66000,JNTUH
AITH,ANNAMACHARYA INST OF TECHNOLOGY AND SCI,HAYATHNAGAR,RR,COED,PVT,2005,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,34209,84065,34209,84065,55079,107034,34209,84065,102044,102044,113986,113986,118131,118131,95805,95805,55722,84065,66000,JNTUH
AITH,ANNAMACHARYA INST OF TECHNOLOGY AND SCI,HAYATHNAGAR,RR,COED,PVT,2005,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,121314,121314,121314,121314,121314,121314,121314,121314,121314,121314,121314,121314,121314,121314,121314,121314,121314,121314,66000,JNTUH
AITH,ANNAMACHARYA INST OF TECHNOLOGY AND SCI,HAYATHNAGAR,RR,COED,PVT,2005,MEC,MECHANICAL ENGINEERING,86515,86515,86515,86515,86515,86515,86515,86515,86515,86515,86515,86515,86515,86515,86515,86515,86515,86515,66000,JNTUH
AKIT,ABDULKALAM INST OF TECHNOLOGY AND SCI,KOTHAGUDEM,KGM,COED,PVT,2007,CIV,CIVIL ENGINEERING,73722,86118,102254,102254,117513,117513,73722,86118,120427,120427,73722,103093,117105,120963,87815,120264,74539,86118,52000,JNTUH
AKIT,ABDULKALAM INST OF TECHNOLOGY AND SCI,KOTHAGUDEM,KGM,COED,PVT,2007,CSE,COMPUTER SCIENCE AND ENGINEERING,67986,76198,86688,86688,114976,114976,80081,80081,79891,79891,89509,89509,117940,117940,119875,119875,102071,102071,52000,JNTUH
AKIT,ABDULKALAM INST OF TECHNOLOGY AND SCI,KOTHAGUDEM,KGM,COED,PVT,2007,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,60468,60468,84208,84208,108374,108374,60468,60468,92315,93591,77228,77228,110987,110987,60468,60468,60468,60468,52000,JNTUH
AKIT,ABDULKALAM INST OF TECHNOLOGY AND SCI,KOTHAGUDEM,KGM,COED,PVT,2007,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,88290,88290,119165,119165,120883,120883,88290,88290,89380,89380,105566,119880,119741,119741,109831,109831,88290,88290,52000,JNTUH
AKIT,ABDULKALAM INST OF TECHNOLOGY AND SCI,KOTHAGUDEM,KGM,COED,PVT,2007,MEC,MECHANICAL ENGINEERING,75617,75617,75617,111947,75617,75617,75617,75617,105317,105317,75617,75617,115701,115701,116337,118979,75617,75617,52000,JNTUH
AKIT,ABDULKALAM INST OF TECHNOLOGY AND SCI,KOTHAGUDEM,KGM,COED,PVT,2007,MIN,MINING ENGINEERING,48290,48290,48290,48290,48290,48290,48290,48290,48290,48290,48290,48290,48290,48290,117325,117325,48290,48290,52000,JNTUH
ANRK,ANURAG ENGINEERING COLLGE,KODAD,SRP,COED,PVT,2001,CIV,CIVIL ENGINEERING,114935,114935,117946,117946,114935,114935,114935,114935,114935,114935,114935,114935,118134,118134,118687,118687,114935,114935,73000,JNTUH
ANRK,ANURAG ENGINEERING COLLGE,KODAD,SRP,COED,PVT,2001,CSE,COMPUTER SCIENCE AND ENGINEERING,50866,50866,74168,88368,66189,78928,50866,50866,97493,104514,63715,63715,105282,119227,95952,95952,55766,55766,73000,JNTUH
ANRK,ANURAG ENGINEERING COLLGE,KODAD,SRP,COED,PVT,2001,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,75133,75133,110790,110790,115036,115036,75133,103576,112823,114099,104019,113425,119654,120103,105697,107124,78089,84633,73000,JNTUH
ANRK,ANURAG ENGINEERING COLLGE,KODAD,SRP,COED,PVT,2001,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,63931,98078,63931,98078,104585,111290,63931,98078,75024,98078,63931,98078,120631,120631,71382,98078,63931,98078,73000,JNTUH
ANRK,ANURAG ENGINEERING COLLGE,KODAD,SRP,COED,PVT,2001,MEC,MECHANICAL ENGINEERING,82643,114648,82643,114648,82643,114648,82643,114648,82643,114648,82643,114648,107937,114648,82643,114648,82643,114648,73000,JNTUH
ANRP,ANURAG PHARMACY COLLEGE,KODADA,SRP,COED,PVT,2007,PHM,B. PHARMACY (M.P.C. STREAM),89597,89597,89597,89597,89597,89597,89597,89597,89597,89597,89597,89597,89597,89597,89597,89597,89597,89597,65000,JNTUH
ARJN,ARJUN COLLEGE OF TECHNOLOGY AND SCIENCE,BATASINGARAM,RR,COED,PVT,2006,CSE,COMPUTER SCIENCE AND ENGINEERING,44834,44834,102726,102726,115119,115119,44834,44834,57280,106304,44834,44834,113955,113955,79483,79483,95252,95252,57000,JNTUH
ARJN,ARJUN COLLEGE OF TECHNOLOGY AND SCIENCE,BATASINGARAM,RR,COED,PVT,2006,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),35139,86748,35139,108764,35139,86748,35139,86748,96180,96180,35139,121393,119717,119717,35139,86748,35139,86748,57000,JNTUH
ARJN,ARJUN COLLEGE OF TECHNOLOGY AND SCIENCE,BATASINGARAM,RR,COED,PVT,2006,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,48126,48126,48126,48126,48126,48126,48126,48126,108253,108253,48126,48126,120866,120866,121170,121170,48126,48126,57000,JNTUH
ARYA,ARYA COLLEGE OF PHARMACY,KANDI,SRD,COED,PVT,2007,PHD,PHARM - D (M.P.C. STREAM),27073,27073,27073,27073,27073,27073,27073,27073,27073,27073,27073,27073,27073,27073,27073,27073,27073,27073,68000,OU
ARYA,ARYA COLLEGE OF PHARMACY,KANDI,SRD,COED,PVT,2007,PHM,B. PHARMACY (M.P.C. STREAM),83008,83008,83008,83008,83008,83008,83008,83008,83008,83008,83008,83008,83008,83008,83008,83008,83008,83008,45000,OU
ASRA,AVANTHIS SCIENTIFIC TECH AND RESEARCH ACADEMY,HAYATHNAGAR,RR,COED,PVT,2008,CIV,CIVIL ENGINEERING,114458,114458,114458,114458,114458,114458,114458,114458,114458,114458,114458,114458,115272,115272,114458,114458,114458,114458,50000,JNTUH
ASRA,AVANTHIS SCIENTIFIC TECH AND RESEARCH ACADEMY,HAYATHNAGAR,RR,COED,PVT,2008,CSE,COMPUTER SCIENCE AND ENGINEERING,49741,49741,114311,114311,92723,109524,49741,49741,106883,106883,63914,63914,109315,120027,49741,49741,82521,82521,50000,JNTUH
ASRA,AVANTHIS SCIENTIFIC TECH AND RESEARCH ACADEMY,HAYATHNAGAR,RR,COED,PVT,2008,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),117014,117014,117014,117014,117014,117014,117014,117014,117014,117014,117014,117014,117014,117014,117014,117014,117014,117014,50000,JNTUH
ASRA,AVANTHIS SCIENTIFIC TECH AND RESEARCH ACADEMY,HAYATHNAGAR,RR,COED,PVT,2008,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,75543,75543,75543,80899,89381,89381,75543,75543,75543,83584,75543,75543,75543,75543,75543,75543,110168,110168,50000,JNTUH
ASRA,AVANTHIS SCIENTIFIC TECH AND RESEARCH ACADEMY,HAYATHNAGAR,RR,COED,PVT,2008,MEC,MECHANICAL ENGINEERING,80546,80546,80546,80546,80546,80546,80546,80546,80546,80546,80546,80546,80546,80546,80546,80546,80546,80546,50000,JNTUH
AURP,AURORAS TECHNOLOGICAL AND  RESEARCH INSTITUTE,PARVATHAPUR,MDL,COED,PVT,1999,CIV,CIVIL ENGINEERING,116888,116888,116888,116888,116888,116888,116888,116888,116888,116888,116888,116888,116888,116888,116888,116888,116888,116888,72000,JNTUH
AURP,AURORAS TECHNOLOGICAL AND  RESEARCH INSTITUTE,PARVATHAPUR,MDL,COED,PVT,1999,CSE,COMPUTER SCIENCE AND ENGINEERING,61792,81108,79169,99658,113281,113281,102225,102225,109589,109589,99924,104124,121196,121196,116868,116868,106876,106876,72000,JNTUH
AURP,AURORAS TECHNOLOGICAL AND  RESEARCH INSTITUTE,PARVATHAPUR,MDL,COED,PVT,1999,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),41453,88037,86213,90516,112400,112400,41453,88037,77231,88037,41453,93748,112311,112311,41453,88037,74333,88037,72000,JNTUH
AURP,AURORAS TECHNOLOGICAL AND  RESEARCH INSTITUTE,PARVATHAPUR,MDL,COED,PVT,1999,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,97609,97609,97609,97609,102772,104750,97609,97609,109552,109552,97609,97609,97609,97609,97609,97609,97609,97609,72000,JNTUH
AURP,AURORAS TECHNOLOGICAL AND  RESEARCH INSTITUTE,PARVATHAPUR,MDL,COED,PVT,1999,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,120559,120559,120559,120559,120559,120559,120559,120559,120559,120559,120559,120559,120559,120559,120559,120559,120559,120559,72000,JNTUH
AURP,AURORAS TECHNOLOGICAL AND  RESEARCH INSTITUTE,PARVATHAPUR,MDL,COED,PVT,1999,INF,INFORMATION TECHNOLOGY,58829,58829,87096,102389,80652,80652,58829,58829,101929,101929,58829,102617,120966,120966,58829,58829,58829,58829,72000,JNTUH
AVHP,AVANTHI INST OF PHARMSCI,HAYATHNAGAR,RR,COED,PVT,2005,PHD,PHARM - D (M.P.C. STREAM),55589,55589,55589,55589,55589,55589,55589,55589,55589,55589,55589,55589,55589,55589,55589,55589,55589,55589,75000,JNTUH
AVIH,AVANTHI INST OF ENGG AND TECHNOLOGY,HAYATHNAGAR,RR,COED,PVT,2005,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),72109,72109,99623,113873,79431,79431,72109,72109,75145,76557,80942,95837,120898,120898,116136,116136,107055,107839,65000,JNTUH
AVIH,AVANTHI INST OF ENGG AND TECHNOLOGY,HAYATHNAGAR,RR,COED,PVT,2005,CSE,COMPUTER SCIENCE AND ENGINEERING,40789,53219,114234,114234,112830,112830,112173,112173,115043,115043,112244,112244,120596,120596,117223,117223,111164,111164,65000,JNTUH
AVIH,AVANTHI INST OF ENGG AND TECHNOLOGY,HAYATHNAGAR,RR,COED,PVT,2005,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),48252,48787,57262,84309,82417,102916,86793,86793,75849,79390,80287,80287,119381,119381,114029,114029,77143,103225,65000,JNTUH
AVIH,AVANTHI INST OF ENGG AND TECHNOLOGY,HAYATHNAGAR,RR,COED,PVT,2005,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,79898,112836,113616,113616,110576,113989,79898,112836,113071,113071,79898,112836,108375,112864,117324,117324,79898,112836,65000,JNTUH
AVIH,AVANTHI INST OF ENGG AND TECHNOLOGY,HAYATHNAGAR,RR,COED,PVT,2005,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,83327,83327,83327,83327,103385,103385,83327,83327,83327,83327,83327,86341,112499,112499,119387,119387,83327,83327,65000,JNTUH
AVIH,AVANTHI INST OF ENGG AND TECHNOLOGY,HAYATHNAGAR,RR,COED,PVT,2005,MEC,MECHANICAL ENGINEERING,58522,58522,58522,58522,58522,58522,58522,58522,58522,58522,58522,58522,71736,106030,58522,58522,58522,58522,65000,JNTUH
AVNI,AVN INST OF ENGG TECHNOLOGY,IBRAHIMPATAN,RR,COED,PVT,2009,CIV,CIVIL ENGINEERING,45815,45815,120683,120683,66414,118968,45815,45815,110364,110364,98299,98299,119393,119393,107234,118715,45815,45815,78000,JNTUH
AVNI,AVN INST OF ENGG TECHNOLOGY,IBRAHIMPATAN,RR,COED,PVT,2009,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),43261,50874,99379,112938,92117,110266,43261,50874,86067,112202,97096,97096,116684,118101,89931,116017,113047,113047,78000,JNTUH
AVNI,AVN INST OF ENGG TECHNOLOGY,IBRAHIMPATAN,RR,COED,PVT,2009,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),45123,51266,110600,110600,90797,90797,91985,91985,88986,88986,104190,104190,108131,119197,80297,118642,97617,97617,78000,JNTUH
AVNI,AVN INST OF ENGG TECHNOLOGY,IBRAHIMPATAN,RR,COED,PVT,2009,CSE,COMPUTER SCIENCE AND ENGINEERING,36840,41574,83111,100345,107067,114051,36840,78793,89613,98544,92039,94683,106300,120535,89096,103709,101575,101575,78000,JNTUH
AVNI,AVN INST OF ENGG TECHNOLOGY,IBRAHIMPATAN,RR,COED,PVT,2009,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),80401,80401,109514,109514,120598,120598,80401,80401,107225,107614,110585,110585,119744,119960,107220,109836,80401,80401,78000,JNTUH
AVNI,AVN INST OF ENGG TECHNOLOGY,IBRAHIMPATAN,RR,COED,PVT,2009,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,55855,77540,118855,118855,119452,119452,55855,77540,120116,120116,72836,106505,120820,120820,116819,120209,101260,101260,78000,JNTUH
AVNI,AVN INST OF ENGG TECHNOLOGY,IBRAHIMPATAN,RR,COED,PVT,2009,MEC,MECHANICAL ENGINEERING,30467,30467,30467,30467,56403,108565,30467,30467,105818,105818,30467,30467,120485,120485,109990,109990,30467,30467,78000,JNTUH
AZAD,AZAD COLLEGE OF ENGINEERING AND TECHNOLOGY,MOINABAD,RR,COED,PVT,2005,CSE,COMPUTER SCIENCE AND ENGINEERING,26421,26421,90048,90048,26421,26421,26421,26421,26421,103191,26421,102352,119069,119069,26421,26421,26421,26421,35000,JNTUH
BIET,BHARAT INSTITUTE OF ENGG AND TECHNOLOGY,IBRAHIMPATNAM,RR,COED,PVT,2001,AID,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,96123,96123,96123,96123,96123,96123,96123,96123,96123,96123,96123,96123,96123,96123,96123,96123,96123,96123,89000,JNTUH
BIET,BHARAT INSTITUTE OF ENGG AND TECHNOLOGY,IBRAHIMPATNAM,RR,COED,PVT,2001,CIV,CIVIL ENGINEERING,44342,44342,44342,44342,97892,97892,44342,44342,44342,117860,44342,44342,85311,85311,44342,121304,44342,44342,89000,JNTUH
BIET,BHARAT INSTITUTE OF ENGG AND TECHNOLOGY,IBRAHIMPATNAM,RR,COED,PVT,2001,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),108046,108046,108046,108046,108252,108252,108046,108046,108046,108046,108046,108046,108046,108046,108046,108046,108046,108046,89000,JNTUH
BIET,BHARAT INSTITUTE OF ENGG AND TECHNOLOGY,IBRAHIMPATNAM,RR,COED,PVT,2001,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),120860,120860,120860,120860,120860,120860,120860,120860,120860,120860,120860,120860,120860,120860,120860,120860,120860,120860,89000,JNTUH
BIET,BHARAT INSTITUTE OF ENGG AND TECHNOLOGY,IBRAHIMPATNAM,RR,COED,PVT,2001,CSE,COMPUTER SCIENCE AND ENGINEERING,45437,73835,99260,114695,114086,114086,85080,85080,113782,113782,110394,112711,121179,121179,119247,120597,61313,73835,89000,JNTUH
BIET,BHARAT INSTITUTE OF ENGG AND TECHNOLOGY,IBRAHIMPATNAM,RR,COED,PVT,2001,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),74958,74958,94058,94058,88308,111811,74958,74958,88065,96534,109197,109197,119048,119048,108667,108667,81620,97475,89000,JNTUH
BIET,BHARAT INSTITUTE OF ENGG AND TECHNOLOGY,IBRAHIMPATNAM,RR,COED,PVT,2001,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,75567,75567,108584,108584,107861,112412,75567,75567,103502,114177,75567,75567,120430,120430,117722,118239,88596,114229,89000,JNTUH
BIET,BHARAT INSTITUTE OF ENGG AND TECHNOLOGY,IBRAHIMPATNAM,RR,COED,PVT,2001,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,121257,121257,121257,121257,121257,121257,121257,121257,121257,121257,121257,121257,121257,121257,121257,121257,121257,121257,89000,JNTUH
BIET,BHARAT INSTITUTE OF ENGG AND TECHNOLOGY,IBRAHIMPATNAM,RR,COED,PVT,2001,INF,INFORMATION TECHNOLOGY,101525,101525,101525,101525,101525,101525,101525,101525,108925,114531,101525,101525,121345,121345,101525,116025,101525,101525,89000,JNTUH
BIET,BHARAT INSTITUTE OF ENGG AND TECHNOLOGY,IBRAHIMPATNAM,RR,COED,PVT,2001,MEC,MECHANICAL ENGINEERING,118545,118545,118545,118545,118545,118545,118545,118545,118545,118545,118545,118545,118545,118545,118545,118545,118545,118545,89000,JNTUH
BIPT,BHARAT SCHOOL OF PHARMACY,IBRAHIMPATAN,RR,COED,PVT,2007,PHM,B. PHARMACY (M.P.C. STREAM),99731,99731,99731,99731,99731,99731,99731,99731,99731,99731,99731,99731,99731,99731,99731,99731,99731,99731,60000,JNTUH
BITN,BALAJI INSTITUTE OF TECHNOLOGY AND SCI,NARSAMPET,WGL,COED,PVT,2001,CIV,CIVIL ENGINEERING,104754,104754,115163,115163,113520,114983,104754,104754,107562,114570,104754,104754,117747,117747,104754,121283,104754,104754,50000,JNTUH
BITN,BALAJI INSTITUTE OF TECHNOLOGY AND SCI,NARSAMPET,WGL,COED,PVT,2001,CSE,COMPUTER SCIENCE AND ENGINEERING,56136,65892,96745,103055,81124,82637,75403,75403,74066,74066,103086,103086,118583,118583,105437,121133,89077,110575,50000,JNTUH
BITN,BALAJI INSTITUTE OF TECHNOLOGY AND SCI,NARSAMPET,WGL,COED,PVT,2001,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),48371,48371,63335,69186,52902,63054,56541,56541,54047,54047,94026,103068,115894,119581,118471,118471,87203,114420,50000,JNTUH
BITN,BALAJI INSTITUTE OF TECHNOLOGY AND SCI,NARSAMPET,WGL,COED,PVT,2001,CSO,COMPUTER SCIENCE AND ENGINEERING (IOT),53466,53466,109833,109833,91218,91218,53466,53466,100163,100163,103248,103248,120463,120463,118962,118962,53466,53466,50000,JNTUH
BITN,BALAJI INSTITUTE OF TECHNOLOGY AND SCI,NARSAMPET,WGL,COED,PVT,2001,CSW,COMPUTER ENGINEERING(SOFTWARE ENGINEERING),52630,52630,71489,71489,73188,73188,67539,67539,79405,84946,74667,96499,120488,120638,69702,110756,101027,101027,50000,JNTUH
BITN,BALAJI INSTITUTE OF TECHNOLOGY AND SCI,NARSAMPET,WGL,COED,PVT,2001,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,80214,80214,112427,112427,100534,100534,80214,92501,101165,101165,98322,110116,118734,119758,97872,120723,110224,110224,50000,JNTUH
BITN,BALAJI INSTITUTE OF TECHNOLOGY AND SCI,NARSAMPET,WGL,COED,PVT,2001,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,102854,102854,109494,109494,111917,113702,102854,102854,111591,112504,112411,113247,121057,121057,119041,119041,102854,102854,50000,JNTUH
BITN,BALAJI INSTITUTE OF TECHNOLOGY AND SCI,NARSAMPET,WGL,COED,PVT,2001,MEC,MECHANICAL ENGINEERING,77065,77065,77065,77065,77065,77065,77065,77065,111526,111526,77065,77065,119334,119334,116565,116565,111413,111413,50000,JNTUH
BNPW,BOJJAM NARASIMHULU PHARM COLL FOR WOMEN,SAIDABAD,HYD,GIRLS,PVT,2007,PHM,B. PHARMACY (M.P.C. STREAM),NA,80979,NA,80979,NA,80979,NA,80979,NA,80979,NA,80979,NA,80979,NA,88275,NA,80979,52000,JNTUH
BOMA,BOMMA INST OF TECHNOLOGY AND SCI,KHAMMAM,KHM,COED,PVT,2006,CSE,COMPUTER SCIENCE AND ENGINEERING,107036,107036,116034,116059,107036,120776,107036,107036,114393,119649,116255,116255,107036,107036,107036,107036,107036,107036,50400,JNTUH
BOMA,BOMMA INST OF TECHNOLOGY AND SCI,KHAMMAM,KHM,COED,PVT,2006,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),85215,85215,91137,119602,111038,120613,85215,85215,113572,121069,115856,121242,121288,121288,108040,108040,85215,85215,50400,JNTUH
BOMA,BOMMA INST OF TECHNOLOGY AND SCI,KHAMMAM,KHM,COED,PVT,2006,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,84435,84435,110727,110727,84435,84435,84435,84435,84435,84435,121415,121415,116378,116378,84435,120953,84435,84435,50400,JNTUH
BOMA,BOMMA INST OF TECHNOLOGY AND SCI,KHAMMAM,KHM,COED,PVT,2006,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,43101,43101,43101,43101,43101,43101,43101,43101,117287,117287,43101,43101,51004,51004,117431,121111,43101,43101,50400,JNTUH
BOSE,ANU BOSE INSTT OF TECHNOLOGY,PALONCHA,KGM,COED,PVT,2008,CIV,CIVIL ENGINEERING,66974,66974,111247,111247,103380,103380,66974,66974,118506,118506,82611,118651,116559,116559,80347,80347,66974,66974,75000,JNTUH
BOSE,ANU BOSE INSTT OF TECHNOLOGY,PALONCHA,KGM,COED,PVT,2008,CSE,COMPUTER SCIENCE AND ENGINEERING,36262,36603,100558,100558,117437,117437,36262,58827,119980,119980,75562,75562,115338,115338,118056,118056,67529,83665,75000,JNTUH
BOSE,ANU BOSE INSTT OF TECHNOLOGY,PALONCHA,KGM,COED,PVT,2008,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,74791,74791,110029,110563,116440,116440,74791,74791,117959,117959,93921,93921,118290,118290,74791,74791,74791,74791,75000,JNTUH
BOSE,ANU BOSE INSTT OF TECHNOLOGY,PALONCHA,KGM,COED,PVT,2008,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,72846,77139,117668,117668,119849,121450,100157,100157,121390,121471,119850,121411,119344,119344,106452,111397,72846,77139,75000,JNTUH
BOSE,ANU BOSE INSTT OF TECHNOLOGY,PALONCHA,KGM,COED,PVT,2008,MEC,MECHANICAL ENGINEERING,121429,121429,121429,121429,121429,121429,121429,121429,121429,121429,121429,121429,121429,121429,121429,121429,121429,121429,75000,JNTUH
BOSE,ANU BOSE INSTT OF TECHNOLOGY,PALONCHA,KGM,COED,PVT,2008,MIN,MINING ENGINEERING,80728,80728,104609,117844,118620,118620,80728,80728,99995,118702,119001,119001,121410,121410,118498,118498,80728,80728,75000,JNTUH
BPCP,BHASKAR PHARMACY COLLEGE,YENKAPALLY,RR,COED,PVT,2007,PHM,B. PHARMACY (M.P.C. STREAM),53193,53193,53193,53193,53193,53193,53193,53193,115850,115850,53193,53193,53193,53193,53193,53193,53193,53193,55000,JNTUH
BREW,BHOJREDDY ENGINEERING COLLEGE FOR WOMEN,SAIDABAD,HYD,GIRLS,PVT,1997,CSE,COMPUTER SCIENCE AND ENGINEERING,NA,16835,NA,31593,NA,22956,NA,22165,NA,19022,NA,32740,NA,63219,NA,70941,NA,19034,66000,JNTUH
